"titulo","cdd","Criado_por","Observação","Tipo","Enviado para SIBI","Normalizado","Remissiva"
"SAFO, poetisa grega (c.625-580 a.C.)","884.2 S134","fflch","","Autor","","",""
"SALÁRIOS","331.21","fflch","","Assunto","","",""
"SALESIANOS","255.79","fflch","","Assunto","","",""
"Salluste v. Salustio, Caio Crispo","","","VER Salustio, Caio Crispo","","","",""
"SALÚSTIO, CAIO CRISPO historiador romano (86-32 a.C.)","878.2 S172","fflch","","Autor","","",""
"SAMBA","780.420981","fflch","","","","",""
"Sammlung griechischer und lateinischer Grammatiker","480 S18 v.","2508542","","","","",""
"Samoa Ocidental e Oriental","919.613","","","Assunto","","",""
"San Marino","914.549","","","Assunto","","",""
"SANÇÃO ECONÔMICA","382.53","fflch","","Assunto","","",""
"SANÇÕES INTERNACIONAIS","","fflch","","Assunto","","",""
"SANEAMENTO AMBIENTAL","363.72","fflch","","Assunto","","",""
"SÂNSCRITO (Dicionário)","491.203","fflch","","Assunto","","",""
"SÂNSCRITO (Língua)","491.2","fflch","","Assunto","","",""
"SÂNSCRITO - LÍNGUA","491.2","","","","","",""
"Santa Catarina","918.164","","","Assunto","","",""
"Santa Lúcia","917.29843","","","Assunto","","",""
"SANTA RITA DURÃO, JOSE DE.","869.9121","","","","","",""
"Santo Ofício v. INQUISIÇÃO","","fflch","","Assunto","","",""
"SANTOS","","fflch","","Assunto","","","VER HAGIOGRAFIA"
"São Bento de Núrsia (ca.480-ca.547) v. BENTO de Núrsia (ca.480-ca.547)","","","","Autor","","",""
"São Cristóvão, Nevis, Angilia, Sombrero","917.2973","","","Assunto","","",""
"São Eustáquio, Saba e parte de San Martin v. Ilhas Leeward","","","","Assunto","","",""
"São Paulo","918.161","","","Assunto","","",""
"São Tomé e Príncipe","916.715","","","Assunto","","",""
"São Vicente e Grenadines","917.29844","","","Assunto","","",""
"Sarawak","915.954","","","Assunto","","",""
"Sardenha","914.59","","","Assunto","","",""
"SARTRE, Jean-Paul, escritor e filósofo francês (1905-1980)","194.93 S251","fflch","","Autor","","",""
"SATANISMO","133.422","fflch","","Assunto","","",""
"SATIRA E HUMOR ALEMÃO","837","","","","","",""
"SÁTIRA E HUMOR ÁRABE","892.77","fflch","","Assunto","","",""
"SATIRA E HUMOR ARABE","892.73","","","","","",""
"SÁTIRA E HUMOR ARMÊNIO","891.9927","fflch","","Assunto","","",""
"SATIRA E HUMOR BRASILEIROS","869.975","","","","","",""
"SÁTIRA E HUMOR CHINÊS","895.17","fflch","","Assunto","","",""
"SÁTIRA E HUMOR COREANO","895.77","fflch","","Assunto","","",""
"SATIRA E HUMOR ESPANHOL","867","","","","","",""
"SATIRA E HUMOR FRANCES","847","","","","","",""
"SATIRA E HUMOR GREGO","887","","","","","",""
"SÁTIRA E HUMOR HEBRAICO","892.47","fflch","","","","",""
"SATIRA E HUMOR HEBRAICO","892.47","","","","","",""
"SÁTIRA E HUMOR HEBRAICOS","892.47","","","Assunto","","",""
"SATIRA E HUMOR HISPANO-AMERICANO","868.997","","","","","",""
"SATIRA E HUMOR INGLES","827","","","","","",""
"SATIRA E HUMOR ITALIANO","857","","","","","",""
"SÁTIRA E HUMOR JAPONÊS","895.67","fflch","","Assunto","","",""
"SATIRA E HUMOR LATINO","877","","","","","",""
"SATIRA E HUMOR NORTE-AMERICANO","817","","","","","",""
"SATIRA E HUMOR PORTUGUES","869.7","","","","","",""
"SÁTIRA E HUMOR ROMENO","859.7","fflch","","Assunto","","",""
"SÁTIRA E HUMOR RUSSO","891.77","fflch","","Assunto","","",""
"SATIRA E HUMOR RUSSO","891.77","","","","","",""
"SAÚDE PÚBLICA (Bem estar social)","362.1","fflch","","","","",""
"SAÚDE PÚBLICA (Medicina)","614","fflch","","Assunto","","",""
"Scheler, Max (1874-1928)","193.95 S322","2508542","","","","",""
"SCHELLING, Friedrich Wilhelm Joseph on","193.4 S322","fflch","","Autor","","",""
"Schleier Macher, Friedrich","193.6","","1768-1834","Autor","","",""
"SCHOPENHAUER, Arthur, filósofo alemão (1788-1860)","193.7 S373","fflch","","","","",""
"SCIACCA, MICHELE FEDERICO (1908-1975)","195 S416","1702036","","Autor","","",""
"SEALE, John Rogers","","fflch","","","","",""
"SECA","551.5773","","","Assunto","","",""
"SECULARISMO","210.4/211.6 (*)","fflch","","Assunto","","",""
"SECULARISMO","210.4211.6 (*)","","","Assunto","","",""
"SEDIMENTOLOGIA","610.4551.303","fflch","","Assunto","","",""
"SEGREGAÇÃO RACIAL","305.8","fflch","","Assunto","","",""
"SEGUNDA GUERRA MUNDIAL","940.53","fflch","","","","",""
"SEGURO SOCIAL","368.4","fflch","","Assunto","","",""
"SEITAS RELIGIOSAS","291.9","fflch","","Assunto","","",""
"SEM-TETO","362.5","","","Assunto","","",""
"SEMÂNTICA","412","","","","","",""
"SENECA - GRAMATICA","497","","","","","",""
"SÊNECA, filósofo e poeta romano (4 a.C. ?-65 d.C.)","872.6 S479","fflch","","Autor","","",""
"SÊNECA, o Velho, orador romano (c.55 a.C – c.37 d.C.)","875.6","fflch","","","","",""
"SÊNECA, O velho, orador romano (c.55a.C. - c.37d.C.)","875.6","","","Autor","","",""
"Senegal","916.63","","","Assunto","","",""
"SENSORIAMENTO REMOTO","526.982 (*)","fflch","","Assunto","","",""
"SENTIMENTOS","152.4","fflch","","Assunto","","",""
"Separatismo religioso v. CISMA","","fflch","","","","",""
"Separatismo religioso v. CISMA","","","","Assunto","","",""
"SEPULTAMENTO (Costumes)","","fflch","","Assunto","","",""
"SER (Filosofia)","111","fflch","","Assunto","","",""
"Sergipe","918.141","","","Assunto","","",""
"Serra Leoa","916.64","","","Assunto","","",""
"SERVIÇO DE PROTEÇÃO AOS ÍNDIOS","301.205301.2 (*)","fflch","","Assunto","","",""
"SERVIÇO SOCIAL","361.3","fflch","","Assunto","","",""
"Serviços Urbanos v. INFRAESTRUTURA URBANA","","","","Assunto","","",""
"SEXO E SEXUALIDADE (Sociologia)","306.7 (*)","fflch","","Assunto","","",""
"SFH v. SISTEMA FINANCEIRO DA HABITAÇÃO","","fflch","","Assunto","","",""
"SHAFTESBURY, Anthony Ashley Cooper, Earl of (1621-1683)","192.2 S525","","UP: Agent from the K. of Poland / Cooper, Anthony Ashley, Earl of Shaftesbury","Autor","Não enviado","Não normalizado",""
"Sibéria","915.7","","","Assunto","","",""
"Sicília","914.58","","","Assunto","","",""
"SIDÔNIO, APOLINÁRIO ca. 431-487","876.4","","","","","",""
"Sidonius Apollinaris v. SIDÔNIO,APOLINÁRIO santo romano ca. 431-487","","","VER SIDÔNIO, APOLINÁRIO, ca431-427","Autor","","",""
"Siewerth, Gustav","193.14 S573","","","","","",""
"Sieyès, Emmanuel Joseph, comte (1748-1836)","320.01 S573","2508542","","","","",""
"SIG v. SISTEMA DE INFORMAÇÃO GEOGRÁFICA","","fflch","","Assunto","","",""
"SÍLIO ITÁLICO (Poesia épica latina)","873.4","fflch","","Autor","","",""
"Silius Italicus, Caius v. SÍLIO ITÁLICO","","","VER SÍLIO ITÁLICO","Autor","","",""
"SILOGISMO","166","fflch","","Assunto","","",""
"SILVEIRA, VALDOMIRO","869.9349","","","","","",""
"SimACO, orador e político romano","","fflch","","","","",""
"SIMACO, Orador e político romano (340-c.410)","879","","","Autor","","",""
"Simão, o Novo Teólogo (949-1022)","189.5 S588","","","Autor","","",""
"SIMBOLISMO (Antropologia)","301.2306.4 (*)","fflch","","Assunto","","",""
"SIMBOLISMO (Dicionário)","301.2003","fflch","","Assunto","","",""
"SIMBOLISMO RELIGIOSO","291.37210.5","fflch","","Assunto","","",""
"SÍMBOLO (Antropologia)","301.2306.4 (*)","fflch","","Assunto","","",""
"SIMMEL, Georg, filósofo e sociólogo alemão (1858-1918)","301.01 S592","fflch","","Autor","","",""
"SimONDON, Gilbert","","fflch","","","","",""
"SimONIDES (de Ceos), poeta lírico grego (c.556-467 a.C.)","","fflch","","","","",""
"SIMONIDES (de Ceos), poeta lírico grego (c.556-467 c. C.)","884.4","","","Autor","","",""
"SIMÓNIDES (de Samos) poeta grego","887.2","fflch","","Autor","","",""
"SINCRETISMO RELIGIOSO","210.3299.93 (*)","fflch","","Assunto","","",""
"SINDICALISMO (Socialismo)","335.82","fflch","","Assunto","","",""
"SINDICATOS E SINDICALISMO","331.881","","","Assunto","","",""
"SINECOLOGIA","581.78","fflch","","Assunto","","",""
"SINTAXE","415","","","","","",""
"SIONISMO (Séc. XIX)","909.0481956.94001","fflch","","Assunto","","",""
"Síria","915.691","","","Assunto","","",""
"SIRIONO - GRAMATICA","498.15","","","","","",""
"Sismicidade v. TERREMOTOS","","","","Assunto","","",""
"SISMÓGRAFO","551.220287","fflch","","Assunto","","",""
"SISMOLOGIA","551.22","fflch","","Assunto","","",""
"SISTEMA BIPARTIDÁRIO","","fflch","","Assunto","","",""
"SISTEMA DE INFORMAÇÃO GEOGRÁFICA","526.0285","fflch","","Assunto","","",""
"SISTEMA DE POSICIONAMENTO GLOBAL","526.0285","fflch","","Assunto","","",""
"SISTEMA DE PRODUÇÃO E TROCA","301.204306.34 (*)","fflch","","Assunto","","",""
"SISTEMA DE PROPRIEDADE","301.204306.32 (*)","fflch","","Assunto","","",""
"SISTEMA FINANCEIRO DA HABITAÇÃO","363.582","","","Assunto","","",""
"SISTEMA FINANCEITO DA HABITAÇÃO","","fflch","","","","",""
"SISTEMA MATRILINEAR (Parentesco)","301.42306.85 (*)","fflch","","Assunto","","",""
"SISTEMA MULTIPARTIDÁRIO","","","","Assunto","","",""
"SISTEMA PARTIDO ÚNICO","321.64","","","Assunto","","",""
"SISTEMA PATRILINEAR (Parentesco)","301.42306.85 (*)","","","Assunto","","",""
"Sistema Pluripartidário v. SISTEMA MULTIPARTIDÁRIO","","fflch","","Assunto","","",""
"Sistema Político v. IDEOLOGIA POLÍTICA","","fflch","","Assunto","","",""
"SISTEMA SOCIAL","301.01","fflch","","Assunto","","",""
"SISTEMA UTM (CARTOGRAFIA","526.8","fflch","","","","",""
"SISTEMA UTM (CARTOGRAFIA)","526.8","","","Assunto","","",""
"Sistemas Costeiros v. GEOMORFOLOGIA LITORÂNEA","","","","Assunto","","",""
"Sistemas Costeiros v. SGEOMORFOLOGIA LITORÂNEA","526.8","fflch","","","","",""
"SISTEMAS DE GOVERNO","","fflch","","","","",""
"SISTEMAS DE GOVERNO","321","","","Assunto","","",""
"SISTEMAS DEPOSICIONAIS","551.3","fflch","","Assunto","","",""
"SISTEMAS ECONÔMICOS","330.1","fflch","","Assunto","","",""
"SISTEMAS ELEITORAIS","324.63","fflch","","Assunto","","",""
"SISTEMAS ELITISTAS DE GOVERNO","","fflch","","Assunto","","",""
"Sistemas filosóficos v. ESCOLAS FILOSÓFICAS","","fflch","","Assunto","","",""
"SISTEMAS INFORMATIVOS GEOGRÁFICOS","526.0285","fflch","","Assunto","","",""
"SISTEMAS PARTIDÁRIOS","","fflch","","Assunto","","",""
"SISTEMAS POLÍTICOS","320.5","fflch","","Assunto","","",""
"SITIOS GEOLÓGICOS","551.7","fflch","","Assunto","","",""
"SITUAÇÃO POLÍTICA","","fflch","","Assunto","","",""
"Sloterdijk, Peter (1947-)","193.15 S634","2508542","","","","",""
"SMITH, Adam (1723-1790)","330.153 S642","","UP: Adam Smith","Autor","Não enviado","Não normalizado",""
"SOBERANIA","320.157","fflch","","Assunto","","",""
"SOBERANIA POLÍTICA","320.157","fflch","","Assunto","","",""
"SOCIAL DEMOCRACIA","320.5315","fflch","","Assunto","","",""
"SOCIALISMO","","fflch","","","","",""
"SOCIALISMO (História)","335.09","fflch","","Assunto","","",""
"SOCIALISMO CRISTÃO","335.7","fflch","","Assunto","","",""
"SOCIALISMO UTÓPICO","335.437","fflch","","Assunto","","",""
"SOCIALIZAÇÃO","","fflch","","Assunto","","",""
"SOCIEDADE CIVIL","323","","","Assunto","","",""
"SOCIEDADE E ESTADO","322","fflch","","Assunto","","",""
"SOCIEDADE PÓS-MODERNA","","","ver também MUDANÇA CULTURAL","","","",""
"SOCIEDADES PRIMITIVAS","301.72","","","Assunto","","",""
"SOCIEDADES SECRETAS (no Sibix está como Religião, arrumar)","","fflch","","","","",""
"SOCIEDADS PRIMITIVAS","301.72","fflch","","","","",""
"Sociogeografia v. GEOGRAFIA CULTURAL","","fflch","","Assunto","","",""
"SOCIOLINGUÍSTICA","417.2","","","","","",""
"SOCIOLOGIA","301","","","Assunto","","",""
"SOCIOLOGIA (Dicionários)","303","fflch","","Assunto","","",""
"SOCIOLOGIA (Ensaios)","301.04","fflch","","Assunto","","",""
"SOCIOLOGIA (Estudos e Ensino)","301.07","fflch","","Assunto","","",""
"SOCIOLOGIA (História)","301.09","fflch","","Assunto","","",""
"SOCIOLOGIA (Metodologia)","301.018","fflch","","Assunto","","",""
"SOCIOLOGIA (Pesquisa)","301.072","fflch","","Assunto","","",""
"SOCIOLOGIA (Teoria Crítica)","301.01","fflch","","Assunto","","",""
"SOCIOLOGIA CRIMINAL","364.1","fflch","","Assunto","","",""
"SOCIOLOGIA DA ARTE","306.47","fflch","","Assunto","","",""
"SOCIOLOGIA DA COMUNICACÃO","301.14302.2 (*)","fflch","","Assunto","","",""
"SOCIOLOGIA DA CULTURA","301.1306 (*)","fflch","","Assunto","","",""
"SOCIOLOGIA DA EDUCAÇÃO","370.19","fflch","","Assunto","","",""
"SOCIOLOGIA DA MÚSICA","780.07","fflch","","Assunto","","",""
"SOCIOLOGIA DA RELIGIÃO","301.452306.6(*)","fflch","","Assunto","","",""
"SOCIOLOGIA DA SAÚDE","301.151306.461 (*)","fflch","","Assunto","","",""
"SOCIOLOGIA DA VIOLÊNCIA","301.633303.6 (*)","fflch","","Assunto","","",""
"SOCIOLOGIA DAS INSTITUIÇÕES","301.4","fflch","","Assunto","","",""
"SOCIOLOGIA DO CONHECIMENTO","306.42","fflch","","Assunto","","",""
"SOCIOLOGIA DO COTIDIANO","301.5","fflch","","Assunto","","",""
"SOCIOLOGIA DO DIREITO","340.1340.115 (*)","fflch","","Assunto","","",""
"SOCIOLOGIA DO ESPORTE","306.483","fflch","","Assunto","","",""
"SOCIOLOGIA DO TRABALHO","331.8","fflch","","Assunto","","",""
"SOCIOLOGIA ECONOMICA","306.3","","","Assunto","","",""
"SOCIOLOGIA MILITAR","306.2","","","Assunto","","",""
"SOCIOLOGIA POLÍTICA","320306.2 (*)","fflch","","Assunto","","",""
"SOCIOLOGIA RURAL","301.35","fflch","","Assunto","","",""
"SOCIOLOGIA URBANA","301.36","fflch","","Assunto","","",""
"SOCIÓLOGOS (Biografia, memórias)","301.092","fflch","","Assunto","","",""
"SOCRATES (FFT/FFI) FILÓSOFO GREGO (469-399 a.C.)","183.2  S678","fflch","","Autor","","",""
"SOFISTAS","183.1","fflch","","Assunto","","",""
"SÓFOCLES","882.2 S664","fflch","","Autor","","",""
"Sol","919.94","","","Assunto","","",""
"SOLIDÃO","155.92","fflch","","Assunto","","",""
"SOLON","881.9","fflch","","Autor","","",""
"Somália","916.773","","","Assunto","","",""
"Sombrero v. São Cristóvão","","","","Assunto","","",""
"SONHO","154.63","fflch","","Assunto","","",""
"SOTERIOLOGIA","234","fflch","","Assunto","","",""
"Sources Chrétiennes (Les Éditions du Cerf)","189 S724 v.","","Sources Chrétiennes (edição italiana)   189 Si724 v.","Coleção","","",""
"SOUSANDRADE. 1833-1902","869.9149","","","","","",""
"Southey, Robert (1774-1843)","..... S699","2508542","","","","",""
"Spinoza, Baruch de v. ESPINOZA, Baruch de","","fflch","","Autor","","",""
"Spinoza, Benedictus de v. ESPINOZA, Baruch de","","fflch","","Autor","","",""
"Sri Lanka","915.493","","","Assunto","","",""
"Statius, Publius Papinius v. ESTÁCIO, PUBLIO PAPÍNIO","","","VER ESTÁCIO, PUBLIO PAPÍNIO","Autor","","",""
"STRAUSS, LEO, 1899-1973","320.5 s912","","","Autor","","",""
"STUDIA PATRISTICA (EDITORA PEETERS)","189.2 S933 v.","","","Coleção","","",""
"STUDIEN ZUR KLASSISCHEN PHILOLOGIE","880 S922 v.","","","Coleção","","",""
"Studies in church history","200.9 S993 v.","","","Coleção","","",""
"STUDIES IN THE HISTORY OF CHRISTIAN THOUGHT","189 S933 v.","","","Coleção","","",""
"Suazilândia","916.887","","","Assunto","","",""
"Sub-emprego v. DESEMPREGO E SUB-EMPREGO","","fflch","","Assunto","","",""
"SUBCULTURAS","306.1","fflch","","Assunto","","",""
"SUBÚRBIOS","307.74","fflch","","Assunto","","",""
"SUBVERSÃO","","fflch","","Assunto","","",""
"Sudão","916.24","","","Assunto","","",""
"Sudeste Asiático","915.9","","","Assunto","","",""
"Suécia","914.85","","","Assunto","","",""
"SUETÔNIO, CAIO TRANQUILO","878.7 S942","fflch","","Autor","","",""
"Suetonius Tranquillus, Caius v. SUETÔNIO, CAIO TRANQUILO","","","VER SUETÔNIO, CAIO TRANQUILO","","","",""
"SUFISMO","297.4","fflch","","Assunto","","",""
"Suiça","914.94","","","Assunto","","",""
"SUICÍDIO","301.322","fflch","","Assunto","","",""
"Sumatra","915.981","","","Assunto","","",""
"Sumbawa","915.986","","","Assunto","","",""
"SUPERSTIÇÃO","","fflch","","Assunto","","",""
"SUPRESSÃO DE DIREITOS POLÍTICOS","","fflch","","Assunto","","",""
"Suriname","918.83","","","Assunto","","",""
"SURTOS DE DOENÇAS - HISTÓRIA","614.49","bib","","Assunto","","","EpidemiasHistória de epidemias"
"SURVEYING","526.9","","","Assunto","","",""
"SUSTENTABILIDADE","333.715","bib","","Assunto","","",""
"Swedenborg, Emanuel","289.4S974","","","Assunto","","",""
"SYNTHESE LIBRARY (Coleção)","501 / S993/ v.","fflch","","Assunto","","",""
"TABÚ","210.8390 (*)","fflch","","Assunto","","",""
"TACITO, CAIO CORNÉLIO","878.6 T123","fflch","","Autor","","",""
"Tacitus, Caius Cornélius v. TÁCITO, CAIO CORNÉLIO","","","VER TÁCITO, CAIO CORNÉLIO","","","",""
"Tadjiquistão","915.86","","","Assunto","","",""
"TAENSA - LINGUA - GRAMATICA","497","","","","","",""
"Tailândia","915.93","","","Assunto","","",""
"Taiti","919.6211","","","Assunto","","",""
"Taiwan","915.1249","","","Assunto","","",""
"Talcott Parsons","C934t","fflch","","Autor","","",""
"TALMUDE","296.12","fflch","","Assunto","","",""
"TALUDE CONTINENTAL","551.43","fflch","","Assunto","","",""
"TAMBOR DE CRIOULA (Festas populares)","394.2","fflch","","Assunto","","",""
"Tambor-de-mina v. TAMBOR DE CRIOULA","","fflch","","Assunto","","",""
"TAMIL","494.811","","","Assunto","","",""
"Tanzânia","916.78","","","Assunto","","",""
"TAOÍSMO","181.114299.514","fflch","","Assunto","","",""
"TAOÍSMO","","fflch","","","","",""
"TÁRTARO - SINTAXE","494.3505","","","","","",""
"Tasmânia","919.46","","","Assunto","","",""
"TASSO, TORQUATO.","869.169","","","","","",""
"TATUAGEM","","fflch","","Assunto","","",""
"TAUNAY, ALFREDO D E. 1843-1899","869.9243","","","","","",""
"TAVORA, FRANKLIN. 1842-1888","869.9342","","","","","",""
"Tchecoslováquia (1918-1992)","914.37","","","Assunto","","",""
"TEATRO","792","","","","","",""
"TEATRO (LITERATURA) - TEORIA","801.952","","","","","",""
"TEATRO ALEMÃO","832","","","","","",""
"TEATRO ÁRABE","892.72","fflch","","Assunto","","",""
"TEATRO ARABE","892.73","","","","","",""
"TEATRO ARMÊNIO","891.9922","fflch","","Assunto","","",""
"TEATRO BRASILEIRO","869.92","","","","","","Teatro - Brasil"
"TEATRO CHINÊS","895.12","fflch","","Assunto","","",""
"TEATRO COREANO","895.72","fflch","","Assunto","","",""
"TEATRO ESPANHOL","862","","","","","",""
"TEATRO FRANCES","842","","","","","",""
"TEATRO FRANCES - HISTORIA E CRITICA","842.92","","","","","",""
"TEATRO GREGO","882","fflch","","Assunto","","",""
"TEATRO GREGO","882","","","","","",""
"TEATRO HEBRAICO","892.42","fflch","","Assunto","","",""
"TEATRO HEBRAICO","892.42","","","","","",""
"TEATRO HISPANO-AMERICANO","868.992","","","","","",""
"TEATRO INGLES","822","","","","","",""
"TEATRO ITALIANO","852","","","","","",""
"TEATRO JAPONÊS","895.62","fflch","","Assunto","","",""
"TEATRO LATINO","872","","","","","",""
"TEATRO NORTE-AMERICANO","812","","","","","",""
"TEATRO POPULAR","792.022","fflch","","Assunto","","",""
"TEATRO PORTUGUES","869.2","","","","","",""
"TEATRO ROMENO","859.2","fflch","","Assunto","","",""
"TEATRO RUSSO","891.72","fflch","","Assunto","","",""
"TEATRO RUSSO","891.72","","","","","",""
"TÉCNICA DE FOTOGRAFIA","771","bib","","Assunto","","",""
"TECNOCRACIA","301.243321 (*)","fflch","","Assunto","","",""
"TECNOLOGIA ALTERNATIVA","338.927","fflch","","Assunto","","",""
"TEIXEIRA, MUCIO","869.9149","","","","","",""
"TELEVISÃO","301.243/791.45 (*)","fflch","","","","",""
"TEMÍSTOCLES","886.1","fflch","","Autor","","",""
"TEMPERATURA ATMOSFÉRICA","551.525","fflch","","Assunto","","",""
"TEMPERATURAS","551.525","fflch","","Assunto","","",""
"TEMPLÁRIOS","271.79","fflch","","Assunto","","",""
"TEMPO (Filosofia)","115","fflch","","Assunto","","",""
"TEMPO GEOLÓGICO","551.701","fflch","","Assunto","","",""
"TEMPO LIVRE (Sociologia)","306.4812","fflch","","Assunto","","",""
"TENENTISMO","981.05","7096021","","Assunto","Enviado para SIBI","Normalizado",""
"TEOCRACIA","","fflch","","Assunto","","",""
"TEÓCRITO","884.6 T288","fflch","","Autor","","",""
"Teodorico de Freiberg / Dietrich, von Freiberg","189.4 D566","","c.1250-1310","Autor","","",""
"TEÓGNIS","881.1","fflch","","Autor","","",""
"TEOLOGIA","291 (religiões comparadas)200.2","fflch","","Assunto","","",""
